MasterID,ID,Mag,Magerr,RA,Dec,FWHM,Var,FrameID,MJD,airmass,exposure,X,Y,Flux,Area,Flags,Theta,Elong,MuMax,Blend
1004013053985,5120600401311030583,20.671696,0.399434739901467,34.17601,-2.97873,1.65,0,5120600401311,53710.1874449537,1.24,30,3436.22,3846.5,210.899994,3,0,-44.8,1.575,0.63,0
1004013053985,5122500401341030439,20.94755,0.469728660803655,34.17651,-2.97974,0.22,0,5122500401341,53729.1809681831,1.27,30,3447.94,3854.76,162.300003,2,0,90,1.995,1.01,0
1004013053985,5113000401311026342,20.371871,0.349233576391699,34.176,-2.97846,3.16,0,5113000401311,53704.2762102895,1.35,30,3444.16,3853.16,263.200012,4,0,87.5,1.668,0.62,0
1004013053985,5113000401331026106,21.019605,0.506143974978304,34.17668,-2.97858,0.54,0,5113000401331,53704.2933655442,1.42,30,3458.49,3858.24,144.100006,2,0,0,1.997,0.92,0
1004013053985,5100500401321030684,20.408441,0.379662707937394,34.17644,-2.97872,3.19,0,5100500401321,53648.3595497105,1.24,30,3423.15,3854.2,229.199997,2,0,89.7,1.626,0.61,0
1004013053985,5100500401341030640,20.150067,0.330128472827742,34.17593,-2.97879,2.92,0,5100500401341,53648.378040324,1.24,30,3413.27,3870.9,289.200012,3,0,-73.9,2.418,1.03,0
1004013053985,5102700401311034510,20.138545,0.299691980506969,34.17566,-2.97833,1.6,0,5102700401311,53670.3095822339,1.24,30,3447.31,3848.39,340.799988,5,0,70.4,1.592,1.21,0
1004013053985,5102700401331030864,20.612815,0.392309097055027,34.17609,-2.97861,1.15,0,5102700401331,53670.326890266,1.25,30,3456.25,3850.5,217.199997,3,0,-42.8,1.544,1.11,0
1004013053985,5091400401321026276,20.907973,0.48681851096447,34.17622,-2.97859,2.35,0,5091400401321,53627.3974437965,1.26,30,3650.71,3849.36,153.300003,2,0,0,2,0.75,0
1004013053985,5091400401331026334,20.229416,0.332527758567812,34.17593,-2.97848,0.74,0,5091400401331,53627.4065013081,1.25,30,3666.72,3846.8,285.700012,3,0,-42,1.073,1,0
1004013053985,5091400401341026350,20.2379,0.33378122090721,34.17647,-2.97808,0.72,0,5091400401341,53627.4156746757,1.24,30,3688.73,3843.81,283.899994,2,0,32,1.021,1.04,0
1004013053985,6111600401311034848,19.810415,0.219712861238736,34.17606,-2.97814,4.47,0,6111600401311,54055.2415078589,1.24,35,3420.77,3893.33,591,6,0,47.2,1.293,0.7,0
1004013053985,6111600401321034982,20.447084,0.305716220258597,34.17591,-2.9789,0.76,0,6111600401321,54055.2534680557,1.24,35,3420.4,3869.71,329.399994,4,0,46.6,1.008,0.83,0
1004013053985,6111600401331034916,20.552892,0.324050512758201,34.17645,-2.97842,2.15,0,6111600401331,54055.2654091552,1.25,35,3409.9,3889.77,298.399994,3,0,-34.3,2.241,0.8,0
1004013053985,6101700401311027798,20.219806,0.298213753256509,34.17609,-2.97808,1.99,0,6101700401311,54025.422075382,1.47,30,3386.01,3681.16,343.700012,2,0,70.2,2.481,0.83,0
1004013053985,6101700401341027790,19.991441,0.266140609962742,34.17571,-2.97906,3.79,0,6101700401341,54025.4386960068,1.58,30,3402.73,3686.2,418.700012,4,0,-52.4,1.703,0.66,0
1004013053985,6091900401321037207,20.765965,0.39793497929353,34.17597,-2.97849,2.52,0,6091900401321,53997.3916518982,1.25,30,3397.58,3865.5,212.199997,3,0,43.8,1.6,0.94,0
1004013053985,6091900401331036279,21.225636,0.517551053739308,34.17582,-2.97878,2.16,0,6091900401331,53997.4023011574,1.24,30,3387.41,3886.23,139.100006,2,0,0,1.999,0.7,0
