MasterID,ID,Mag,Magerr,RA,Dec,FWHM,Var,FrameID,MJD,airmass,exposure,X,Y,Flux,Area,Flags,Theta,Elong,MuMax,Blend
1123113063721,5120412311341040856,20.328129,0.35075559723211,343.02212,24.88071,0.57,0,5120412311341,53708.0828803703,1.02,30,2322.62,3343.74,261.299988,4,0,-44.1,1.039,1.09,0
1123113063721,5070512311311036009,19.775205,0.271088401443269,343.02197,24.88099,1.95,0,5070512311311,53556.3261685185,1.47,30,2314.43,3414.58,405.399994,4,0,72.1,1.662,1.29,0
1123113063721,5070512311331036703,20.864249,0.490239235579105,343.02188,24.88064,0.25,0,5070512311331,53556.3434609259,1.34,30,2310.06,3410.8,151.600006,2,0,90,1.996,0.89,0
1123113063721,5070512311341035972,20.160544,0.327777987797566,343.02216,24.88096,2.58,0,5070512311341,53556.3521517594,1.29,30,2315.8,3409.35,292.700012,3,0,89.5,1.491,0.88,0
1123113063721,5110412311311041212,19.206042,0.196792247113995,343.02216,24.88064,4.08,0,5110412311311,53678.1735673035,1.03,30,2288.95,3337.67,726.599976,10,0,22.6,1.251,1.14,0
1123113063721,5110412311321041062,19.884103,0.278034797015852,343.02198,24.88072,3.43,0,5110412311321,53678.1798802316,1.03,30,2292.53,3319.79,387.899994,5,0,18.4,2.066,1.04,0
1123113063721,5110412311331040757,19.561366,0.235040978104577,343.02223,24.88065,3.37,0,5110412311331,53678.1862116782,1.04,30,2299.06,3345.93,522.5,5,0,2,2.278,1.36,0
1123113063721,5110412311341041029,20.084191,0.309087315555315,343.02159,24.88055,2.66,0,5110412311341,53678.192551354,1.05,30,2277.88,3342.67,323.299988,4,0,-18.3,1.664,0.68,0
1123113063721,5100812311321038532,19.745693,0.276198396474464,343.02217,24.88065,1.89,0,5100812311321,53651.2287649536,1.01,30,2311.25,3311.39,392.399994,5,0,39.5,1.331,1,0
1123113063721,5100812311331039952,19.25872,0.214285469322301,343.02213,24.88088,4.76,0,5100812311331,53651.2357589351,1.02,30,2316.69,3335.87,619,8,0,25.1,1.504,1.13,0
1123113063721,5100812311341038572,19.276905,0.216405460501952,343.02181,24.88052,5.13,0,5100812311341,53651.2427262962,1.02,30,2297.27,3333.2,607.799988,7,0,-45.8,1.733,0.89,0
1123113063721,5102912311311039223,19.183495,0.195125915630569,343.02167,24.88087,5.2,0,5102912311311,53672.1148294099,1.04,30,2283.18,3356.13,738.5,8,0,1.5,1.076,0.95,0
1123113063721,5102912311321038829,19.831226,0.269609280899441,343.02138,24.88098,3.87,0,5102912311321,53672.1212345832,1.03,30,2286.04,3338.47,409.299988,6,0,36.2,1.948,0.74,0
1123113063721,5102912311331038487,20.175263,0.323857666734248,343.0225,24.88024,3.08,0,5102912311331,53672.1276670834,1.02,30,2290.85,3361.33,298.700012,4,0,89,1.694,0.99,0
1123113063721,5102912311341038268,20.259081,0.339225953626186,343.0218,24.88089,1.92,0,5102912311341,53672.1340825693,1.02,30,2268,3360.08,276.299988,4,0,-2.1,1.649,0.9,0
1123113063721,5090312311311038945,19.151835,0.194357445431441,343.02183,24.88036,4.09,0,5090312311311,53616.2128501274,1.18,30,2325.35,3348.75,744.099976,13,0,35.4,1.252,1.76,0
1123113063721,5090312311321014894,20.822569,0.526450693115624,343.02214,24.88035,1.06,0,5090312311321,53616.2198284837,1.15,30,2383.66,3347.3,135.399994,2,0,0,1.982,0.83,0
1123113063721,5090312311331038065,20.08927,0.323921912187598,343.0221,24.88045,2.06,0,5090312311331,53616.2268188773,1.13,30,2412.82,3346.32,298.600006,4,0,88.9,1.475,1,0
1123113063721,5090312311341038341,19.8636,0.28571299915531,343.02192,24.88052,3.36,0,5090312311341,53616.2338121645,1.11,30,2475.36,3343.67,370,5,0,14.6,1.562,0.91,0
1123113063721,5092912311311040556,19.620307,0.258185387964686,343.02176,24.88087,2.65,0,5092912311311,53642.2041395833,1.03,30,2301.73,3333.74,441.700012,5,0,9,1.92,1.44,0
1123113063721,5092912311321040354,19.81646,0.286205422671894,343.02174,24.88088,2.15,0,5092912311321,53642.2143613887,1.02,30,2304.06,3314.73,368.899994,5,0,2.8,1.534,1.23,0
1123113063721,5092912311331041575,19.309603,0.220381352966076,343.02233,24.88068,4.05,0,5092912311331,53642.2245991668,1.01,30,2308.44,3338.32,587.700012,6,0,-60.6,1.137,1.28,0
1123113063721,5092912311341041689,20.288969,0.369671971664367,343.0218,24.88074,1.6,0,5092912311341,53642.23492456,1.01,30,2285.98,3334.06,239.5,3,0,-3.8,1.564,1.32,0
1123113063721,6061612311321019797,18.515083,0.416904470227568,343.0222,24.88055,3.18,0,6061612311321,53902.4060283335,1.29,5,2316.02,3381.1,196.699997,3,0,-1.6,1.708,0.62,0
1123113063721,6052312311311037779,19.757048,0.269158965592216,343.02202,24.88071,2.01,0,6052312311311,53878.4393443405,1.52,30,2350.07,3415.15,410.5,4,0,-37,1.853,1.45,0
1123113063721,6052312311321038479,19.196767,0.202159241566318,343.02196,24.88063,3.63,0,6052312311321,53878.4458801965,1.46,30,2350.97,3396.49,690.400024,9,0,23.3,1.676,1.3,0
