SDSS_NAME,SDSS_ID,RA,DEC,Z,MagAve,Sigma
010021.64+300942.9,7721-57360-0898,15.090186,30.161943,0.8253815,20.14412546511627,0.2835239872560525
012412.54+100221.8,4552-55884-0572,21.052263,10.039409,2.195,20.651580480769233,0.2797820500033308
000813.15-043740.9,7898-57363-0138,2.0547938,-4.6280438,1.1742584,20.181805,1.4181983829001719
021104.07+254722.2,7659-57060-0094,32.766968,25.789525,2.115705,20.524704277777783,0.3466711827039695
012004.43-041905.0,7914-57331-0115,20.018459,-4.3180687,1.8151387,20.493168968253972,0.1927145602624807
015732.57-013249.5,7841-56960-0724,29.385718,-1.5471075,1.8872002,18.9247674664311,0.1326147406765842
023136.02+034733.5,8731-57416-0268,37.900093,3.7926581,2.0032687,20.039915084000015,0.32375348507046264
010802.26+242719.5,7678-57282-0968,17.009433,24.455427,1.701616,19.894745339622634,0.3260790113515793
075752.87+371320.6,0543-52017-0614,119.47032,37.222417,0.8151,18.903296939732133,0.11458490471689857
095612.55+091131.8,1306-52996-0011,149.05234,9.1921726,1.1096,19.038478891262123,0.18015909246067552
081607.21+344442.3,3759-55236-0368,124.03006,34.74508,0.817,20.1336117877551,0.27496109648044503
082019.39+065402.9,4841-55895-0716,125.08083,6.9008273,2.395,19.860782764150922,0.23733134406179637
075758.93+273102.7,0859-52317-0020,119.49556,27.517412,1.4408,19.234439754455458,0.1322210703414075
091730.31+393729.8,8831-57448-0806,139.3763,39.624967,2.1279757,0,0
032029.75+000650.0,0711-52202-0547,50.123972,0.11387735,1.7039,18.579427511976046,0.16539769753849903
091431.02+481041.8,7305-56991-0132,138.62928,48.178365,1.899305,19.58918152173912,0.2628365036834619
091127.97+190524.0,2286-53700-0096,137.86657,19.090017,1.6855,19.39297868888888,0.22589533418090998
075807.50+435312.6,8277-57073-0400,119.53128,43.88684,1.1812854,0,0
085521.57+110803.9,5291-55947-0882,133.83989,11.134424,2.295,20.26378727433629,0.454928005033835
091131.12+381722.6,4643-55946-0814,137.87968,38.289636,2.416,19.678163211480356,0.2660318163411688
095618.36+452627.8,7284-56683-0380,149.07651,45.441069,1.016,20.280732525773193,0.3826582424285851
085521.62+260152.4,1933-53381-0462,133.84012,26.031247,0.8986,18.900753614255766,0.12744737735700912
083503.81+581515.5,5148-56220-0494,128.76582,58.254404,2.171,19.65910873043478,0.30278830137731616
090143.71+344232.6,1211-52964-0116,135.43209,34.709073,1.0076,19.14179047935781,0.22208572905594418
092657.02+090130.2,5309-55929-0764,141.7376,9.0250779,1.958,20.112289593023252,0.11153097455552642
094009.56+551150.0,7283-57063-0684,145.03987,55.197234,1.1282736,20.458887333333333,0.30290747394420475
075815.56+315025.6,3755-55504-0544,119.56486,31.840466,2.305,19.920686889784935,0.27897153220285303
075220.23+434241.7,6375-56323-0120,118.08429,43.711603,1.032,19.484421216494848,0.3905437990725614
083505.65+192813.5,2277-53705-0306,128.77355,19.470438,1.4421,18.81821137951809,0.2555938049965524
084531.38+000221.8,3812-55513-0558,131.38076,0.039418771,2.051,19.537680443137255,0.2354819666449632
084852.32+543233.8,0446-51899-0594,132.21799,54.542764,1.6128,0,0
095311.20+342335.6,5793-56337-0536,148.29669,34.393229,0.858,19.45428768595042,0.33852078876613284
092346.81+082131.2,5304-55925-0016,140.94507,8.3586672,2.447,0,0
082758.39+390546.7,8827-57444-0310,126.99331,39.096329,1.1775762,20.601159512195125,0.22615084304104527
084533.22+311812.9,5185-55978-0276,131.38843,31.303591,2.383,20.18142307468879,0.20062840356573153
073656.53+444411.4,8306-57419-0402,114.23558,44.73651,1.418,20.424792843749994,0.15652346353260937
094651.18+494703.4,1005-52703-0366,146.71325,49.78432,0.992,17.83148977433629,0.058237277989123454
074545.01+392700.9,0433-51873-0370,116.43752,39.45023,1.6299,18.98295364655173,0.36283176595101263
080751.13+510010.3,1780-53090-0493,121.96306,51.002874,0.9474,0,0
090149.20+395403.6,8830-57447-0644,135.455,39.901004,1.2391405,20.40653134146342,0.272650548340189
075232.32+251003.4,4466-55857-0758,118.13468,25.167626,0.895,19.376561179265668,0.20298715122056307
080753.21+470924.5,7379-56713-0861,121.97172,47.156823,1.39,20.31751715555555,0.530239995286735
081214.07+570813.2,1872-53386-0412,123.05864,57.136994,1.9538,19.044967587096764,0.34730439613350444
090150.47+361852.6,8860-57458-0130,135.46032,36.314617,1.2171013,19.99987386378737,0.30609742794551076
090511.65+521827.6,7289-57039-0488,136.29848,52.307725,1.7758042,19.943091684848483,0.2400324653338347
095006.74+482800.3,7299-56686-0690,147.5281,48.466762,0.879,19.58470560000001,0.28805073566433953
094016.02+025853.8,0569-52264-0017,145.06676,2.9816192,1.126,18.01707076243094,0.21008248450662526
092703.47+130914.2,5308-55976-0886,141.76451,13.153951,1.947,18.88282304328357,0.3218097431979721
082802.78+433622.5,6381-56353-0305,127.01157,43.606244,1.327,19.69110706859207,0.25501703550129623
092704.06+464811.3,7307-56720-0329,141.76695,46.80316,1.474,20.52876731578947,0.37660381628071626
032547.04+001945.4,1064-52577-0484,51.446048,0.32928999,1.0948,19.95686635887096,0.33452326189182274
084857.26+600245.1,5709-56571-0242,132.23853,60.04596,2.165,18.884362493333324,0.2041680053350452
083142.68+484355.0,7319-56962-0684,127.92785,48.731959,0.8501973,0,0
075830.75+225114.5,4471-55617-0690,119.62815,22.854053,2.223,19.80541535487078,0.2917645745649731
080758.49+153843.6,4499-55572-0644,121.99371,15.645453,1.182,19.26618439964477,0.1645106535790191
083838.31+463522.5,7320-56722-0458,129.65965,46.5896,1.594,20.401027407999994,0.20942038151898398
094657.56+015649.9,0480-51989-0482,146.73985,1.9472268,1.4254,19.83346465734267,0.2919569144114956
083838.95+570855.2,8169-57071-0054,129.6623,57.148681,1.9983786,20.005551045454553,0.34775687897827223
095010.52+121638.2,5323-55957-0434,147.54386,12.2773,2.355,19.105177873684195,0.29230686232792275
081631.40+344947.5,3759-55236-0364,124.13084,34.829873,0.941,20.585233270270265,0.32663386452560667
093657.41+470717.2,7307-56720-0182,144.23923,47.121446,1.845,19.340935076271187,0.3180203337601611
093657.54+180242.6,5317-56000-0590,144.23975,18.045181,0.823,20.20967398139535,0.3201904079656257
082808.53+114952.7,2424-54448-0435,127.03557,11.831331,1.0831,19.17605498058253,0.16416284537735787
084900.62+554155.4,7276-57061-0752,132.25254,55.698846,0.975603,0,0
094022.35+245219.4,5788-56255-0570,145.09314,24.872057,1.906,18.741388741514363,0.09531282294703224
093337.50+170601.7,5312-56001-0898,143.40628,17.100492,2.011,20.130376778546694,0.46741140041175017
092057.06+390319.4,8831-57448-0088,140.23778,39.055413,1.586878,20.364783566844917,0.2592857656416758
081635.61+211510.0,1924-53330-0625,124.1484,21.252805,1.7452,19.585173121351772,0.2258524669884212
083149.49+335949.7,4442-55532-0934,127.95621,33.997146,1.189,20.14965619658121,0.3584393563697487
082812.41+561306.0,7374-56751-0504,127.05172,56.218356,1.345,0,0
095633.31+421842.6,1217-52672-0435,149.1388,42.311866,2.1716,19.076262131498464,0.38555579326441736
083845.61+172855.9,5286-56225-0518,129.69006,17.482207,2.17,19.639265334795336,0.32670128643966234
094705.01+510104.8,7287-57042-0202,146.77092,51.018129,1.2499194,19.738356773722632,0.4132246116325466
084545.10+321135.5,1270-52991-0322,131.43791,32.193202,1.2039,20.052411011527386,0.27936317462088944
082814.67+412044.2,8294-57365-0440,127.06116,41.345626,1.5177362,20.30570111999999,0.3051116171213411
092401.64+181809.6,2360-53728-0231,141.00686,18.302682,0.8096,19.213488998211083,0.21550626836120407
095324.94+604803.6,5719-56014-0714,148.35389,60.801082,2.196,19.73437317431192,0.2566152651323448
084546.86+202522.8,2280-53680-0270,131.4453,20.423021,0.8799,18.58726474999998,0.1191272628228274
083522.77+424258.3,8280-57061-0366,128.8449,42.716203,0.806,17.30534452806653,0.22772794761783613
090522.85+521613.3,7295-57067-0733,136.34522,52.270381,1.4360281,19.792686204968945,0.3588883000529676
082433.35+510949.5,7309-56991-0964,126.139,51.163758,0.93455,20.313637499999995,0.27322838260242277
093024.91+093433.3,5311-55956-0292,142.60383,9.5759293,1.224,20.478790888888902,0.2373142369218144
084907.74+362927.8,8859-57452-0174,132.28226,36.491082,1.2607207,20.19174171052632,0.3495270302154744
075300.83+395455.7,3672-55484-0084,118.2535,39.915481,2.335,20.058009729007644,0.3525436797753967
094027.94+052259.5,0993-52710-0226,145.11643,5.3832029,1.2618,19.025248215568848,0.23840887861246873
083525.17+482656.3,5160-55895-0702,128.85492,48.448964,1.302,17.80227046037736,0
075851.73+320507.8,3755-55504-0550,119.71558,32.085522,2.201,19.71174340065145,0.3503068493300771
083156.17+364518.4,8858-57450-0393,127.98407,36.755118,1.2890733,20.610508757575758,0.33574341808119706
093026.59+461205.7,7315-56685-0040,142.61081,46.201597,2.476,19.36579039361702,0.5476421968820495
091757.93+524030.6,0554-52000-0266,139.49134,52.675196,1.461,19.11139063983051,0.13023756534837408
091758.76+242135.7,2291-53714-0240,139.49486,24.359946,1.411,19.207394855203635,0.24101257381740188
092406.17+011333.5,3823-55534-0706,141.02574,1.2259758,0.869,19.77175510064936,0.3356066755125005
084911.37+030805.6,3813-55532-0642,132.29739,3.1349028,2.443,20.295431480916026,0.32600669399360305
082821.54+573145.4,8169-57071-0314,127.08976,57.529298,1.6683307,20.018017511627907,0.19883564813441942
090527.74+204041.2,2285-53700-0562,136.36559,20.678126,0.9137,18.749064141592928,0.14239304005539416
081235.46+391725.0,0759-52254-0472,123.14777,39.290303,1.8202,19.39900697368421,0.25715055627269623
082053.53+371514.0,8857-57449-0657,125.22307,37.253913,2.3936079,19.10999184197529,0.19031142380168603
084912.35+112538.4,2574-54084-0371,132.30148,11.427346,1.3311,19.550127727272727,0.21922894070762233
095949.39+020140.9,0501-52235-0313,149.95581,2.0280977,1.7535,19.139547178160914,0.13223703936811718
094033.30+592433.3,5716-56684-0142,145.13866,59.409354,1.492,20.38778327272727,0.2880790635444768
091801.40+450735.0,7517-56772-0165,139.50584,45.12639,1.682,20.103391917647055,0.403314633123852
082442.77+033625.2,4762-55888-0180,126.17824,3.6069984,2.199,17.641491566037725,0
090206.59+032126.8,0566-52238-0359,135.52751,3.3574459,0.8894,18.79083983028721,0.21718363973902738
083201.29+373203.6,8858-57450-0601,128.00538,37.534335,0.8317487,19.604529753424668,0.9611255437737282
093710.91+551556.6,0555-52266-0585,144.2955,55.265755,1.3391,19.89885015436241,0.3265591767405427
092722.08+433733.1,0870-52325-0231,141.84201,43.625876,1.1831,18.41594146036586,0.04342883394638082
091158.70+313026.4,1591-52976-0093,137.99459,31.507358,1.2628,18.73879926789839,0.1672593559959798
094351.98+191355.5,5783-56017-0658,145.96661,19.2321,0.893,19.77799471223024,0.28790740706165446
084232.62+514945.4,7293-56741-0304,130.63592,51.829286,2.424,0,0
090208.55+180401.6,5297-55913-0756,135.53566,18.067131,2.003,18.01784884824903,0.05225610557312297
090209.00+562924.2,7279-57071-0844,135.53752,56.490074,1.3204563,20.63282933333333,0.10557105179243752
083533.90+501624.5,7310-56693-0064,128.89129,50.273562,1.764,19.251008008733617,0.4792800749074454
033324.83-061003.4,0461-51910-0506,53.353497,-6.1676264,2.1428,18.63802421478874,0.13879685084677867
095029.05+100830.3,5321-55945-0256,147.62108,10.141758,2.369,20.049215618911152,0.4304059854546159
095029.92+210611.0,5785-56269-0272,147.62467,21.103075,2.346,18.84104506857144,0.1610776424904654
081657.93+420235.6,3806-55505-0714,124.24139,42.04325,2.225,19.91419839622643,0.2607771791295225
081246.99+570931.5,7280-56709-0763,123.19583,57.15876,1.381,17.9425204011628,0.02421755105401083
080828.37+122003.1,2420-54086-0390,122.11822,12.334206,0.9143,18.441480636363643,0.10124101531544746
092728.44+293503.6,1939-53389-0497,141.86853,29.584359,0.9315,18.682132303797456,0.15504939255646796
091809.19+132136.0,5303-55980-0932,139.53832,13.36001,0.841,19.532905531313116,0.29706243732040544
095340.27+415506.3,8301-57390-0542,148.41782,41.918435,1.0068513,19.982123424528304,0.22885023012661118
090850.77+351158.0,1273-52993-0337,137.21156,35.199458,0.934,19.36795123404255,0.25024342005615785
085558.15+455721.4,7515-56781-0370,133.99232,45.955945,2.142,20.028957310810814,0.24139171908726786
091505.48+161039.2,5301-55987-0090,138.77285,16.177567,2.13,19.23433354323001,0.18327183679343642
080404.19+511651.1,4527-55590-0720,121.01747,51.280943,2.453,20.198304210000007,0.3327716613110402
084924.52+014713.1,3810-56015-0026,132.3522,1.7869751,2.549,19.365706006042306,0.21967069587871285
085242.09+574357.9,0483-51924-0367,133.17538,57.732775,0.9069,18.936643474025974,0.1955139296177936
092419.40-002625.8,0474-52000-0164,141.08088,-0.44050599,1.5525,19.240336202941176,0.20655278051060605
082455.47+391641.8,3761-55272-0343,126.23117,39.278305,1.216,18.210157227817746,0.19162055478533896
091508.17+372759.5,8861-57459-0937,138.78408,37.466543,1.1184102,0,0
075334.53+512343.3,3679-55209-0370,118.39385,51.39544,2.439,18.280958886861313,0.08347416067550721
085242.72+474647.2,7515-56781-0548,133.17808,47.779867,1.02,19.537926256983244,0.3360697619072713
094726.76+505343.4,7292-56709-0750,146.86152,50.895489,1.165,20.13778917543859,0.35681396148410177
080409.68+434253.1,8277-57073-0154,121.04036,43.714764,1.7172127,19.6126205621118,0.2543928814575073
082110.52+553205.7,7375-56981-0340,125.29385,55.534944,2.0473485,0,0
033726.88-062014.4,0461-51910-0631,54.362031,-6.3373377,0.8661,19.380735465909094,0.2929392990698731
090221.58+114120.2,2575-54085-0542,135.58993,11.688963,1.2891,18.996821906183353,0.18532626918205408
095659.73+455251.0,7284-56683-0354,149.24891,45.880846,1.039,20.008323862745094,0.290038176442464
080411.92+412138.5,0545-52202-0368,121.04972,41.360683,1.0898,19.22311228676469,0.19324596230610308
085602.95+503119.9,0551-51993-0490,134.0123,50.522188,0.8346,19.414446257575758,0.2771373054227808
095039.85+021011.3,0480-51989-0581,147.66604,2.1698171,1.7824,19.209154773134337,0.1854451824157183
093726.39+475621.9,7449-56740-0840,144.35993,47.93955,2.29,19.89642413793104,0.3721654171657173
082502.48+052310.0,4762-55888-0916,126.26036,5.3861378,2.234,20.245067316546763,0.29157457570926787
082113.67+455054.3,7328-56715-0071,125.30699,45.848427,1.216,20.559481716049387,0.13532425309979657
090225.30+044803.0,3817-55277-0647,135.60543,4.8008437,2.345,19.704145611888123,0.38136614978418404
090224.92+394221.7,8830-57447-0685,135.60385,39.706049,0.8008298,20.17123967647059,0.3673485726182211
090226.13+551807.3,0450-51908-0424,135.60893,55.302047,2.1458,19.01677286666667,0.17780498717713378
080844.51+545602.0,4529-55563-0632,122.18549,54.933975,0.826,20.025289693548395,0.3256020782066639
093729.97+362954.8,1275-52996-0111,144.37489,36.498573,1.4949,18.779275744897962,0.2590746050332219
095043.72+515012.4,7287-57042-0064,147.68215,51.836908,1.3812608,20.183797496296286,0.3111299106968611
082850.35+153500.0,4496-55544-0304,127.20983,15.583361,1.421,19.07387642492493,0.40169189031544
075356.72+403721.5,8291-57391-0317,118.48635,40.622648,1.9605575,19.943283468354434,0.2177680436699876
085917.13+035900.8,0565-52225-0568,134.82141,3.9835788,1.487,19.498219489296645,0.272618412049363
084616.89+022659.0,0564-52224-0098,131.57041,2.4497597,1.297,19.26484078947368,0.22309220717499026
085917.60+102743.8,5296-55922-0475,134.82337,10.462188,0.94,20.426534836065574,0.23052935458168916
034027.58-061239.3,0462-51909-0479,55.114924,-6.2109494,2.0015,18.898134118055548,0.2636383934083977
095356.37+355728.8,8852-57449-0120,148.48491,35.958016,1.1456122,20.419347027777775,0.4984326735380379
093417.37+404446.6,8299-57346-0292,143.57241,40.746283,1.7397096,20.141185452488692,0.3416999781383111
090553.89+472501.1,7516-56782-0708,136.47456,47.416977,1.288,0,0
075946.31+325950.4,3754-55488-0118,119.94298,32.997347,1.016,20.388536759259257,0.26911473963018456
091826.08+351243.2,1273-52993-0615,139.60867,35.212006,1.5213,18.361147671844662,1.2161327734347371
095358.17+000110.1,3827-55565-0038,148.49238,0.019494856,1.559,0,0
094739.56+545856.9,7283-57063-0932,146.91484,54.982475,1.9884802,19.725161910714295,0.4055974004380459
095358.52+022252.7,0481-51908-0547,148.49384,2.3813325,1.0453,19.905300818181814,0.35954718364367594
092131.97+425045.7,8298-57390-0706,140.38321,42.846051,1.6230475,19.542946851063835,0.299339991457473
085257.60+553927.0,7373-56990-0059,133.24003,55.657505,1.1994714,19.761015734848492,0.283762123506269
075948.74+484941.7,3684-55246-0418,119.95307,48.828353,2.54,20.33254608333333,0.27986502279176
091221.25+560523.4,0451-51908-0305,138.08854,56.089849,1.7223,19.404084294871797,0.2072565767735667
094741.01+534335.8,0769-52282-0239,146.92096,53.726671,1.0415,19.340311693333323,0.49943577512003406
090556.33+583328.7,8197-57064-0131,136.48472,58.557977,1.0672475,20.253449176470582,0.30309087178841837
093059.24+325418.8,1941-53386-0528,142.74685,32.905235,1.379,17.99878363470319,0.1505251761468304
083600.92+443615.8,6381-56353-0992,129.00384,44.604417,0.908,0,0
081729.15+445945.0,6379-56340-0865,124.37146,44.995833,1.23,0,0
090235.75+525138.2,7288-57039-0248,135.64898,52.860622,1.1719946,20.39566797916667,0.25539860327154834
073943.06+331238.4,0541-51959-0499,114.92942,33.210703,1.1182,19.205157983293564,0.28396063011005
092750.05+020547.7,4735-55651-0024,141.95854,2.096592,1.22,20.19600133093526,0.3615588475157948
083602.65+031303.6,4794-55647-0803,129.01107,3.21767,2.202,20.255484926470594,0.3899078867071944
083233.14+124404.8,2424-54448-0612,128.13811,12.734685,1.7605,19.368944106598985,0.16911403003565093
082901.26+371806.0,0827-52312-0494,127.2553,37.301697,0.9342,19.375540851116636,0.24916874618420567
092751.45+485645.4,7297-57040-0281,141.96441,48.945966,1.4786024,20.252771328125007,0.17954160076261322
083234.75+285205.9,4454-55536-0550,128.14483,28.868309,2.38,18.992812320312485,0.18042564346430393
091528.05+112304.3,5302-55896-0915,138.86687,11.384543,2.331,19.01158775941423,0.2030413647339026
085925.04+215620.0,2282-53683-0546,134.85436,21.938925,0.9675,19.121265144160574,0.18575535368098453
085925.09+062126.4,4868-55895-0620,134.85455,6.3573498,2.429,20.010021945945955,0.32231097475940834
094747.00+535220.8,7283-57063-0085,146.94586,53.872448,1.3926088,20.332097031249997,0.5904381315034158
083933.34+515749.7,0444-51883-0002,129.88889,51.963842,1.4307,18.719578905172423,0.09775529351047584
073957.10+380001.5,3667-55566-0666,114.9879,38.000424,2.406,18.834502924528312,0.16784289973400712
080438.69+084612.4,5494-55857-0814,121.16124,8.7701461,2.292,20.003416187500004,0.24874958429898977
095057.56+542919.4,0769-52282-0507,147.73984,54.488739,1.1924,19.25111483431953,0.5178676477655536
090601.70+570416.2,7279-57071-0942,136.50708,57.071277,0.8201451,19.072115538461535,0.17009754974357444
085305.98+292433.9,5182-56341-0616,133.27494,29.40942,2.324,19.90777281067962,0.2733849207731582
074750.09+263448.5,0858-52316-0268,116.9587,26.580143,1.2537,20.061449933962272,0.8854429630901697
075422.98+415106.1,8291-57391-0696,118.59578,41.85172,1.651282,20.151775779661016,0.48677555112433973
090602.43+012725.3,0471-51924-0182,136.51015,1.4570492,0.8032,18.41906312276214,0.396741538336313
093429.06+142251.1,5315-55978-0470,143.62111,14.380874,2.217,19.494337371830994,0.20895476064608084
082524.85+522626.2,0442-51882-0527,126.35354,52.440618,2.0501,18.794070831896544,0.09978807399348814
094110.46+490419.0,7298-56661-0818,145.29362,49.071967,1.071,20.133522979310353,0.2713833419177736
084629.25+261211.7,5180-55947-0826,131.62189,26.203264,2.208,18.862818170040484,0.17826838156908842
075429.87+292935.6,3752-55236-0216,118.62448,29.493228,1.255,20.337216122807014,0.17287142612779546
092143.25+322823.5,2961-54550-0120,140.43022,32.47322,1.251,0,0
082526.93+450424.9,5159-55856-0360,126.36223,45.073608,0.822,19.38149276491229,0.44179595509118924
082139.81+364649.6,3760-55268-0336,125.4159,36.780445,2.39,19.61559647096775,0.3175419523238708
091533.22+082543.3,1301-52976-0162,138.88844,8.4287023,0.8044,19.292578645161292,0.6588413442021851
074010.48+455230.0,8306-57419-0314,115.04368,45.875003,1.9568936,0,0
075431.74+511307.9,3679-55209-0336,118.63223,51.218934,2.175,20.431556060606056,0.23761467589861993
074759.36+504729.2,8308-57417-0654,116.99737,50.791449,1.3104981,20.09322025714285,0.7849757706752949
082140.94+534001.3,7301-56746-0787,125.42059,53.667032,1.966,0,0
092759.71+394405.4,8832-57445-0653,141.99883,39.734853,1.7283746,19.817979158878508,0.414080694929403
082530.11+435257.4,6380-56340-0149,126.37549,43.882645,1.307,20.261314831683165,0.3714488607926755
083941.82+315211.8,2960-54561-0223,129.92426,31.869956,1.3356,20.417203326923087,0.37062830055081
095103.22+044035.9,0571-52286-0420,147.76345,4.6766628,0.9921,20.11970257216495,0.3113716109892211
083615.19+302550.5,1268-52933-0450,129.06331,30.430703,1.4752,19.56758873214285,0.24319885302450037
083942.34+425541.5,6783-56284-0342,129.92643,42.928223,1.415,20.054022668508292,0.3345629881339923
092800.31+221512.2,2293-53730-0257,142.00132,22.25342,1.0508,18.855589047904196,0.21472709255564046
081747.93+171122.1,4491-55570-0492,124.44972,17.189498,0.808,19.70985223619047,0.26140100813175543
084313.29+450607.2,7326-56710-0045,130.80539,45.102021,2.065,19.457658514705876,0.32945116054409107
093751.04+092239.0,1304-52993-0134,144.4627,9.3775105,0.8517,17.816866954653932,0.08718444502890456
084635.35+231800.1,2085-53379-0311,131.64733,23.300051,1.1002,18.561227986719775,0.6116517013082083
074018.72+404255.6,0432-51884-0334,115.07796,40.715443,1.1175,19.426601860294127,0.20290194554890767
091234.27+305616.2,1936-53330-0524,138.14281,30.937838,1.6177,19.535491990697682,0.27696832264493365
081332.97+134515.5,2270-53714-0272,123.38738,13.75433,1.6161,18.58481524505932,0.033034983335094636
090250.38+494850.1,7304-56745-0254,135.70992,49.813941,1.134,20.497940511627913,0.33443968148606096
084316.92+050640.1,4903-55927-0041,130.82055,5.1111536,2.405,18.746885417112313,0.1453768806007392
092149.48+082646.8,1302-52763-0234,140.45621,8.4463494,0.8671,18.940007193798458,0.24652385452767384
090610.85+263325.5,1935-53387-0163,136.54526,26.557102,0.9274,19.381948389563107,0.2931197715099272
094439.03+204805.3,2362-53759-0336,146.16263,20.801472,1.6649,19.359359734177207,0.21427724941170873
092454.16+330318.6,2961-54550-0629,141.22571,33.055181,0.8252,20.488040740259752,0.38058872775498326
085318.09+012035.0,0468-51912-0468,133.32539,1.3430767,1.6411,19.224556458563548,0.3377142180825712
083620.83+291614.2,4449-55544-0046,129.08681,29.270628,2.388,19.3513384108352,0.24711873339325888
080457.31+424106.8,8292-57373-0603,121.2388,42.685232,1.1663932,20.067048598591565,0.662156552623645
095109.39+224632.1,5785-56269-0790,147.78915,22.775606,2.246,19.47540521362228,0.35366925492867396
085632.58+495026.0,7303-57013-0004,134.13573,49.840661,1.2394896,19.78798530597015,0.3660822833668333
074033.25+285838.7,0888-52339-0529,115.1386,28.977449,2.0387,19.583908421245415,0.1581855924378504
093118.38+041447.1,0569-52264-0333,142.82658,4.2464438,1.0515,19.75854742105264,0.33925536724349536
092455.94+103041.3,5306-55926-0032,141.23312,10.511474,1.989,20.276044974358975,0.3031045845449835
075445.83+403918.8,8291-57391-0257,118.69097,40.655236,1.1963433,20.66285786206898,0
085003.63+561252.4,7373-56990-0155,132.51514,56.214568,1.1267606,0,0
095732.41+542836.9,8188-57348-0190,149.38505,54.476923,1.7858384,0,0
074820.86+233838.4,0927-52577-0592,117.08693,23.644058,0.9809,18.98839281347153,0.09205515711219267
081341.23+125137.3,4504-55571-0428,123.42179,12.860373,2.339,19.30628419809069,0.1773333339404641
075449.62+193643.8,1583-52941-0124,118.70676,19.612198,0.8276,19.446014999999974,0.2330747331819569
091545.38+083625.7,1301-52976-0155,138.93912,8.6071605,1.6114,19.192716545691905,0.42730724093845823
091847.44+155718.2,2440-53818-0337,139.69768,15.955074,1.2388,19.20281068652038,0.08764942672952969
092808.62+402120.7,8832-57445-0670,142.03593,40.355776,2.1552825,20.614501170731707,0.2718014138375527
084326.28+322515.9,2960-54561-0516,130.85952,32.421094,1.476,20.223369533073914,0.3720954847629779
084643.32+205705.9,2280-53680-0483,131.68051,20.95166,2.1123,19.010876704301072,0.17433941922785842
093759.88+664935.0,1878-54474-0173,144.49957,66.826451,1.1503,19.345993083333337,0.16693836631543849
080503.46+501601.4,7377-56741-0324,121.26442,50.267058,1.447,20.48765011627907,0.33104898644639474
080503.63+314211.4,1061-52641-0584,121.26513,31.703197,1.0376,19.045702238615643,0.232798607535292
095112.84+025527.3,4743-55645-0806,147.80351,2.9242637,2.374,18.449671893371754,0.19384792944271073
090932.66+284238.2,5781-56337-0016,137.38611,28.71063,0.835,19.337982128260887,0.17185121576178608
074827.50+433947.4,0434-51885-0324,117.11458,43.663168,1.9929,20.235113334975367,0.2791988045696847
081759.48+484605.0,7378-56715-0843,124.49787,48.768077,1.151,18.621077703296695,0.114800318934935
094125.28+164303.2,2369-53733-0007,145.3554,16.717564,1.0521,19.143456906374507,0.22928782467694578
035628.04-063405.8,0464-51908-0272,59.116837,-6.5683114,0.9806,19.324306830985908,0.20542255819982444
081801.43+550952.4,7375-56981-0446,124.506,55.164571,2.34,0,0
093124.71+371114.8,4574-55621-0386,142.85295,37.187469,2.285,20.128574360406102,0.36435600876223706
095117.00+185131.1,5783-56017-0035,147.82084,18.858644,2.27,18.501865743243254,0.10896928747520872
091852.20+141034.6,5305-55984-0238,139.71753,14.176291,2.335,20.103078264648442,0.3215423893449218
081349.48+362933.8,3804-55267-0182,123.45618,36.492751,1.966,20.095422,0.2913845414901223
075502.13+263619.0,4459-55533-0154,118.75891,26.605287,2.238,19.87490578813559,0.19230234470594218
082930.13+444446.1,0548-51986-0087,127.37555,44.746172,0.9865,19.11111534954407,0.22033531124240216
094450.50+344726.3,5798-56326-0684,146.21043,34.79064,2.425,18.835395417910462,0.2059089907983
095740.85+450154.6,0942-52703-0416,149.42031,45.031874,2.0534,19.795112324444446,0.21894001305248578
090306.04+442756.5,8282-57041-0730,135.77515,44.465708,2.3131602,18.891813320689657,0.1995423792921812
080939.74+072929.0,1756-53080-0369,122.41559,7.4913921,2.0162,19.22632154189942,0.21079359501460698
082205.92+561050.1,7280-56709-0010,125.5246,56.180713,1.001,0,0
091250.05+473506.1,7314-56990-0229,138.20855,47.585051,2.0976806,20.66939733333333,0.4878487171629247
095430.10+055330.1,0994-52725-0072,148.62545,5.8917118,0.8655,19.15012386785712,0.23015104703132017
092201.86+494010.6,0766-52247-0002,140.50775,49.669645,1.4875,18.848979858823526,0.15095842744863683
080941.77+343453.6,0892-52378-0085,122.42406,34.581585,1.2927,19.134043289855082,0.20511039685395852
074843.80+464348.2,6388-56309-0782,117.18248,46.730127,1.666,0,0
093454.23+383512.4,8832-57445-0052,143.726,38.58679,1.0902481,19.86957797602738,0.31809568116251713
082934.00+390341.4,8827-57444-0234,127.39169,39.061507,1.1571497,20.03982029411765,0.4705652968904286
084338.47+402434.1,8828-57445-0867,130.9103,40.409477,0.8866274,19.58053453767822,0.3702213814486432
082934.10+045649.4,4789-55923-0581,127.39209,4.9470812,2.142,19.700359661676647,0.2739679953160427
095431.47+373045.6,8823-57446-0208,148.63115,37.51268,1.1729968,20.27832208585859,0.2527335710811809
083305.89+195757.4,4484-55565-0386,128.27458,19.965954,2.377,20.067987437974686,0.3089915398135073
093131.65+383035.8,8832-57445-0214,142.88188,38.509972,2.117194,0,0
084656.50+361359.0,8859-57452-0245,131.73544,36.233083,2.3561428,0,0
082210.68+524337.9,7301-56746-0816,125.54453,52.727215,1.461,20.83721961111111,0.18444288688771768
