,SDSS_NAME,SDSS_ID,RA,DEC,Z,MagAve,Sigma,qSDSS_NAME,qRA,qDEC
509,090143.71+344232.6,1211-52964-0116,135.43209,34.709073,1.0076,19.14179047935781,0.2220857290559441,083342.37+444435.0,128.42655,44.743078
510,092657.02+090130.2,5309-55929-0764,141.7376,9.0250779,1.958,20.11228959302325,0.1115309745555264,140726.61+282236.1,211.8609,28.376718
511,094009.56+551150.0,7283-57063-0684,145.03987,55.197234,1.1282736,20.458887333333333,0.3029074739442047,001453.83+021452.2,3.724331,2.247847
512,075815.56+315025.6,3755-55504-0544,119.56486,31.840466,2.305,19.920686889784932,0.278971532202853,125911.12+482519.7,194.79635,48.422167
513,075220.23+434241.7,6375-56323-0120,118.08429,43.711603,1.032,19.484421216494848,0.3905437990725614,021741.23-040035.0,34.421802,-4.009735
514,083505.65+192813.5,2277-53705-0306,128.77355,19.470438,1.4421,18.81821137951809,0.2555938049965524,230020.05+202739.1,345.08357,20.460864
515,084531.38+000221.8,3812-55513-0558,131.38076,0.039418771,2.051,19.53768044313725,0.2354819666449632,002838.52-034328.7,7.160507,-3.724645
516,084852.32+543233.8,0446-51899-0594,132.21799,54.542764,1.6128,0.0,0.0,083953.06+193830.1,129.97109,19.641699
517,095311.20+342335.6,5793-56337-0536,148.29669,34.393229,0.858,19.45428768595042,0.3385207887661328,234400.14+321748.6,356.00061,32.296858
518,092346.81+082131.2,5304-55925-0016,140.94507,8.3586672,2.447,0.0,0.0,083953.06+193830.1,129.97109,19.641699
519,082758.39+390546.7,8827-57444-0310,126.99331,39.096329,1.1775762,20.601159512195125,0.2261508430410452,121639.52+422951.1,184.16468,42.497541
520,084533.22+311812.9,5185-55978-0276,131.38843,31.303591,2.383,20.18142307468879,0.2006284035657315,015026.85+260524.4,27.611879,26.090132
521,073656.53+444411.4,8306-57419-0402,114.23558,44.73651,1.418,20.424792843749994,0.1565234635326093,142350.04+550316.2,215.95847,55.054594
522,094651.18+494703.4,1005-52703-0366,146.71325,49.78432,0.992,17.83148977433629,0.0582372779891234,081737.27+314707.3,124.40531,31.785375
523,074545.01+392700.9,0433-51873-0370,116.43752,39.45023,1.6299,18.98295364655173,0.3628317659510126,111955.69+403623.6,169.98206,40.606583
524,080751.13+510010.3,1780-53090-0493,121.96306,51.002874,0.9474,0.0,0.0,023237.97-010231.2,38.158243,-1.042023
525,090149.20+395403.6,8830-57447-0644,135.455,39.901004,1.2391405,20.40653134146342,0.272650548340189,015545.83+003524.2,28.940982,0.590076
526,075232.32+251003.4,4466-55857-0758,118.13468,25.167626,0.895,19.376561179265668,0.202987151220563,235139.29+174750.4,357.91373,17.797361
527,080753.21+470924.5,7379-56713-0861,121.97172,47.156823,1.39,20.31751715555555,0.530239995286735,121417.06+275826.6,183.57112,27.974081
528,081214.07+570813.2,1872-53386-0412,123.05864,57.136994,1.9538,19.044967587096764,0.3473043961335044,223100.05+240718.9,337.75023,24.121922
529,090150.47+361852.6,8860-57458-0130,135.46032,36.314617,1.2171013,19.99987386378737,0.3060974279455107,003003.16-032100.0,7.513175,-3.350027
530,090511.65+521827.6,7289-57039-0488,136.29848,52.307725,1.7758042,19.943091684848483,0.2400324653338347,154121.37+063804.1,235.33906,6.634501
531,095006.74+482800.3,7299-56686-0690,147.5281,48.466762,0.879,19.58470560000001,0.2880507356643395,080000.95+122430.7,120.00399,12.408556
532,094016.02+025853.8,0569-52264-0017,145.06676,2.9816192,1.126,18.01707076243094,0.2100824845066252,014005.12+024700.2,25.021372,2.783406
533,092703.47+130914.2,5308-55976-0886,141.76451,13.153951,1.947,18.88282304328357,0.3218097431979721,231201.18+255807.3,348.00492,25.968719
534,082802.78+433622.5,6381-56353-0305,127.01157,43.606244,1.327,19.69110706859207,0.2550170355012962,115325.93+251611.4,178.35808,25.269855
535,092704.06+464811.3,7307-56720-0329,141.76695,46.80316,1.474,20.52876731578947,0.3766038162807162,222311.34+185950.6,335.79727,18.997408
536,032547.04+001945.4,1064-52577-0484,51.446048,0.32928999,1.0948,19.95686635887096,0.3345232618918227,231201.83+260550.2,348.00763,26.097304
537,084857.26+600245.1,5709-56571-0242,132.23853,60.04596,2.165,18.884362493333324,0.2041680053350452,231201.18+255807.3,348.00492,25.968719
538,083142.68+484355.0,7319-56962-0684,127.92785,48.731959,0.8501973,0.0,0.0,223255.46-004622.8,338.2311,-0.773002
539,075830.75+225114.5,4471-55617-0690,119.62815,22.854053,2.223,19.80541535487078,0.2917645745649731,004744.16+021803.2,11.934001,2.300903
540,080758.49+153843.6,4499-55572-0644,121.99371,15.645453,1.182,19.26618439964477,0.1645106535790191,102756.70+254146.8,156.98626,25.696336
541,083838.31+463522.5,7320-56722-0458,129.65965,46.5896,1.594,20.401027407999997,0.2094203815189839,092845.08+134801.4,142.18786,13.800414
542,094657.56+015649.9,0480-51989-0482,146.73985,1.9472268,1.4254,19.83346465734267,0.2919569144114956,025306.51-021345.4,43.277135,-2.229287
543,083838.95+570855.2,8169-57071-0054,129.6623,57.148681,1.9983786,20.005551045454556,0.3477568789782722,003003.16-032100.0,7.513175,-3.350027
544,095010.52+121638.2,5323-55957-0434,147.54386,12.2773,2.355,19.105177873684195,0.2923068623279227,120754.74+370829.9,181.97809,37.141662
545,081631.40+344947.5,3759-55236-0364,124.13084,34.829873,0.941,20.585233270270265,0.3266338645256066,013308.77+065210.1,23.286576,6.869491
546,093657.41+470717.2,7307-56720-0182,144.23923,47.121446,1.845,19.340935076271187,0.3180203337601611,114948.93+482459.5,177.45388,48.416621
547,093657.54+180242.6,5317-56000-0590,144.23975,18.045181,0.823,20.20967398139535,0.3201904079656257,001501.80-073417.7,3.757513,-7.571601
548,082808.53+114952.7,2424-54448-0435,127.03557,11.831331,1.0831,19.17605498058253,0.1641628453773578,134128.52+492438.1,205.36886,49.410674
549,084900.62+554155.4,7276-57061-0752,132.25254,55.698846,0.975603,0.0,0.0,014238.22+002905.5,25.659271,0.484875
550,094022.35+245219.4,5788-56255-0570,145.09314,24.872057,1.906,18.741388741514363,0.0953128229470322,004621.65+204525.7,11.59024,20.757157
551,093337.50+170601.7,5312-56001-0898,143.40628,17.100492,2.011,20.13037677854669,0.4674114004117501,081100.33+571134.9,122.75139,57.193049
552,092057.06+390319.4,8831-57448-0088,140.23778,39.055413,1.586878,20.36478356684492,0.2592857656416758,124900.56+424720.1,192.25237,42.788944
553,081635.61+211510.0,1924-53330-0625,124.1484,21.252805,1.7452,19.58517312135177,0.2258524669884212,134147.97+533646.0,205.44989,53.61286
554,083149.49+335949.7,4442-55532-0934,127.95621,33.997146,1.189,20.14965619658121,0.3584393563697487,152022.67+322204.5,230.09449,32.367917
555,082812.41+561306.0,7374-56751-0504,127.05172,56.218356,1.345,0.0,0.0,083953.06+193830.1,129.97109,19.641699
556,095633.31+421842.6,1217-52672-0435,149.1388,42.311866,2.1716,19.076262131498464,0.3855557932644173,010810.76-015457.5,17.044852,-1.915995
557,083845.61+172855.9,5286-56225-0518,129.69006,17.482207,2.17,19.639265334795336,0.3267012864396623,124058.54+624814.5,190.2438,62.804142
558,094705.01+510104.8,7287-57042-0202,146.77092,51.018129,1.2499194,19.738356773722632,0.4132246116325466,084007.63+441604.3,130.0318,44.267887
559,084545.10+321135.5,1270-52991-0322,131.43791,32.193202,1.2039,20.052411011527383,0.2793631746208894,081558.88+224139.3,123.99534,22.694275
560,082814.67+412044.2,8294-57365-0440,127.06116,41.345626,1.5177362,20.30570111999999,0.3051116171213411,131134.38+592010.6,197.89323,59.336361
561,092401.64+181809.6,2360-53728-0231,141.00686,18.302682,0.8096,19.213488998211083,0.215506268361204,160202.64+214459.2,240.51103,21.749807
562,095324.94+604803.6,5719-56014-0714,148.35389,60.801082,2.196,19.73437317431192,0.2566152651323448,084007.63+441604.3,130.0318,44.267887
563,084546.86+202522.8,2280-53680-0270,131.4453,20.423021,0.8799,18.58726474999998,0.1191272628228274,012924.36+251236.9,22.35153,25.210277
564,083522.77+424258.3,8280-57061-0366,128.8449,42.716203,0.806,17.30534452806653,0.2277279476178361,124044.68+330349.8,190.18619,33.063846
565,090522.85+521613.3,7295-57067-0733,136.34522,52.270381,1.4360281,19.792686204968945,0.3588883000529676,101528.86+533325.5,153.87024,53.557191
566,082433.35+510949.5,7309-56991-0964,126.139,51.163758,0.93455,20.313637499999995,0.2732283826024227,233026.76+320407.5,352.61154,32.068761
567,093024.91+093433.3,5311-55956-0292,142.60383,9.5759293,1.224,20.478790888888906,0.2373142369218144,213451.82+000240.6,323.71593,0.044649
568,084907.74+362927.8,8859-57452-0174,132.28226,36.491082,1.2607207,20.19174171052632,0.3495270302154744,024650.75+020751.7,41.711468,2.131029
569,075300.83+395455.7,3672-55484-0084,118.2535,39.915481,2.335,20.058009729007644,0.3525436797753967,081558.88+224139.3,123.99534,22.694275
570,094027.94+052259.5,0993-52710-0226,145.11643,5.3832029,1.2618,19.025248215568848,0.2384088786124687,223100.05+240718.9,337.75023,24.121922
571,083525.17+482656.3,5160-55895-0702,128.85492,48.448964,1.302,17.80227046037736,0.0,143255.27+151703.0,218.23031,15.284182
572,075851.73+320507.8,3755-55504-0550,119.71558,32.085522,2.201,19.71174340065145,0.3503068493300771,104614.80+375928.5,161.56169,37.991256
573,083156.17+364518.4,8858-57450-0393,127.98407,36.755118,1.2890733,20.61050875757576,0.335743418081197,121639.52+422951.1,184.16468,42.497541
574,093026.59+461205.7,7315-56685-0040,142.61081,46.201597,2.476,19.36579039361702,0.5476421968820495,095828.55+555025.0,149.61898,55.840298
575,091757.93+524030.6,0554-52000-0266,139.49134,52.675196,1.461,19.11139063983051,0.130237565348374,120754.74+370829.9,181.97809,37.141662
576,091758.76+242135.7,2291-53714-0240,139.49486,24.359946,1.411,19.207394855203635,0.2410125738174018,145302.38+470832.7,223.25992,47.142439
577,092406.17+011333.5,3823-55534-0706,141.02574,1.2259758,0.869,19.77175510064936,0.3356066755125005,164108.19+302322.2,250.28415,30.38951
578,084911.37+030805.6,3813-55532-0642,132.29739,3.1349028,2.443,20.295431480916022,0.326006693993603,091247.29+392757.5,138.19706,39.465983
579,082821.54+573145.4,8169-57071-0314,127.08976,57.529298,1.6683307,20.018017511627907,0.1988356481344194,111101.00+463032.1,167.75417,46.508932
580,090527.74+204041.2,2285-53700-0562,136.36559,20.678126,0.9137,18.749064141592928,0.1423930400553941,110303.52+115816.6,165.7647,11.971272
581,081235.46+391725.0,0759-52254-0472,123.14777,39.290303,1.8202,19.39900697368421,0.2571505562726962,111837.14+280054.9,169.65479,28.015255
582,082053.53+371514.0,8857-57449-0657,125.22307,37.253913,2.3936079,19.10999184197529,0.190311423801686,120754.74+370829.9,181.97809,37.141662
583,084912.35+112538.4,2574-54084-0371,132.30148,11.427346,1.3311,19.550127727272727,0.2192289407076223,121835.58+424749.4,184.64827,42.79706
584,095949.39+020140.9,0501-52235-0313,149.95581,2.0280977,1.7535,19.139547178160917,0.1322370393681171,115904.38+422617.1,179.76825,42.438099
585,094033.30+592433.3,5716-56684-0142,145.13866,59.409354,1.492,20.38778327272727,0.2880790635444768,012446.05+250004.7,21.191887,25.001314
586,091801.40+450735.0,7517-56772-0165,139.50584,45.12639,1.682,20.103391917647052,0.403314633123852,140726.61+282236.1,211.8609,28.376718
587,082442.77+033625.2,4762-55888-0180,126.17824,3.6069984,2.199,17.641491566037725,0.0,162806.68+434029.7,247.02786,43.674945
588,090206.59+032126.8,0566-52238-0359,135.52751,3.3574459,0.8894,18.79083983028721,0.2171836397390273,163624.48+494446.0,249.10202,49.746125
589,083201.29+373203.6,8858-57450-0601,128.00538,37.534335,0.8317487,19.604529753424668,0.9611255437737282,125235.36+471922.5,193.14736,47.322939
590,093710.91+551556.6,0555-52266-0585,144.2955,55.265755,1.3391,19.89885015436241,0.3265591767405427,021642.27-025843.2,34.176164,-2.978688
591,092722.08+433733.1,0870-52325-0231,141.84201,43.625876,1.1831,18.41594146036586,0.0434288339463808,121729.19+373903.7,184.37165,37.651052
592,091158.70+313026.4,1591-52976-0093,137.99459,31.507358,1.2628,18.73879926789839,0.1672593559959798,004621.65+204525.7,11.59024,20.757157
593,094351.98+191355.5,5783-56017-0658,145.96661,19.2321,0.893,19.77799471223024,0.2879074070616544,003650.00+013103.9,9.208353,1.517755
594,084232.62+514945.4,7293-56741-0304,130.63592,51.829286,2.424,0.0,0.0,083953.06+193830.1,129.97109,19.641699
595,090208.55+180401.6,5297-55913-0756,135.53566,18.067131,2.003,18.01784884824903,0.0522561055731229,014005.12+024700.2,25.021372,2.783406
596,090209.00+562924.2,7279-57071-0844,135.53752,56.490074,1.3204563,20.63282933333333,0.1055710517924375,095847.37+503556.5,149.6974,50.599036
597,083533.90+501624.5,7310-56693-0064,128.89129,50.273562,1.764,19.251008008733617,0.4792800749074454,142450.83+424629.7,216.21182,42.774939
598,033324.83-061003.4,0461-51910-0506,53.353497,-6.1676264,2.1428,18.63802421478874,0.1387968508467786,221625.26+210435.8,334.10529,21.076622
599,095029.05+100830.3,5321-55945-0256,147.62108,10.141758,2.369,20.049215618911152,0.4304059854546159,081558.88+224139.3,123.99534,22.694275
600,095029.92+210611.0,5785-56269-0272,147.62467,21.103075,2.346,18.84104506857144,0.1610776424904654,012011.27+200529.9,20.046972,20.091642
601,081657.93+420235.6,3806-55505-0714,124.24139,42.04325,2.225,19.91419839622643,0.2607771791295225,125911.12+482519.7,194.79635,48.422167
602,081246.99+570931.5,7280-56709-0763,123.19583,57.15876,1.381,17.9425204011628,0.0242175510540108,223528.50+220020.7,338.86876,22.005754
603,080828.37+122003.1,2420-54086-0390,122.11822,12.334206,0.9143,18.441480636363643,0.1012410153154474,224615.45+215011.3,341.5644,21.836478
604,092728.44+293503.6,1939-53389-0497,141.86853,29.584359,0.9315,18.682132303797456,0.1550493925564679,001948.28+185506.3,4.951169,18.918439
605,091809.19+132136.0,5303-55980-0932,139.53832,13.36001,0.841,19.53290553131312,0.2970624373204054,013151.33+265911.7,22.963904,26.986604
606,095340.27+415506.3,8301-57390-0542,148.41782,41.918435,1.0068513,19.982123424528304,0.2288502301266111,121139.73+520637.8,182.91556,52.110517
607,090850.77+351158.0,1273-52993-0337,137.21156,35.199458,0.934,19.36795123404255,0.2502434200561578,075943.36+331723.6,119.9307,33.289892
608,085558.15+455721.4,7515-56781-0370,133.99232,45.955945,2.142,20.028957310810814,0.2413917190872678,224033.07+195411.4,340.1378,19.903176
609,091505.48+161039.2,5301-55987-0090,138.77285,16.177567,2.13,19.23433354323001,0.1832718367934364,014915.96+023324.9,27.316533,2.556933
610,080404.19+511651.1,4527-55590-0720,121.01747,51.280943,2.453,20.198304210000007,0.3327716613110402,024650.75+020751.7,41.711468,2.131029
611,084924.52+014713.1,3810-56015-0026,132.3522,1.7869751,2.549,19.365706006042306,0.2196706958787128,095828.55+555025.0,149.61898,55.840298
612,085242.09+574357.9,0483-51924-0367,133.17538,57.732775,0.9069,18.93664347402597,0.1955139296177936,224453.91+234329.8,341.22464,23.724953
613,092419.40-002625.8,0474-52000-0164,141.08088,-0.44050599,1.5525,19.240336202941176,0.206552780510606,142450.83+424629.7,216.21182,42.774939
614,082455.47+391641.8,3761-55272-0343,126.23117,39.278305,1.216,18.210157227817746,0.1916205547853389,011525.21+050929.5,18.85508,5.158198
615,091508.17+372759.5,8861-57459-0937,138.78408,37.466543,1.1184102,0.0,0.0,083953.06+193830.1,129.97109,19.641699
616,075334.53+512343.3,3679-55209-0370,118.39385,51.39544,2.439,18.280958886861317,0.0834741606755072,004135.96+282218.6,10.399846,28.371861
617,085242.72+474647.2,7515-56781-0548,133.17808,47.779867,1.02,19.537926256983244,0.3360697619072713,225343.70+195152.6,343.43209,19.86462
618,094726.76+505343.4,7292-56709-0750,146.86152,50.895489,1.165,20.13778917543859,0.3568139614841017,081100.33+571134.9,122.75139,57.193049
619,080409.68+434253.1,8277-57073-0154,121.04036,43.714764,1.7172127,19.6126205621118,0.2543928814575073,221851.83+205114.0,334.71597,20.853903
620,082110.52+553205.7,7375-56981-0340,125.29385,55.534944,2.0473485,0.0,0.0,083953.06+193830.1,129.97109,19.641699
621,033726.88-062014.4,0461-51910-0631,54.362031,-6.3373377,0.8661,19.38073546590909,0.2929392990698731,000034.85-012630.6,0.145227,-1.441843
622,090221.58+114120.2,2575-54085-0542,135.58993,11.688963,1.2891,18.996821906183357,0.185326269182054,223100.05+240718.9,337.75023,24.121922
623,095659.73+455251.0,7284-56683-0354,149.24891,45.880846,1.039,20.00832386274509,0.290038176442464,003003.16-032100.0,7.513175,-3.350027
624,080411.92+412138.5,0545-52202-0368,121.04972,41.360683,1.0898,19.22311228676469,0.193245962306103,014915.96+023324.9,27.316533,2.556933
625,085602.95+503119.9,0551-51993-0490,134.0123,50.522188,0.8346,19.41444625757576,0.2771373054227808,165821.25+360705.4,254.58856,36.118171
626,095039.85+021011.3,0480-51989-0581,147.66604,2.1698171,1.7824,19.209154773134337,0.1854451824157183,145302.38+470832.7,223.25992,47.142439
627,093726.39+475621.9,7449-56740-0840,144.35993,47.93955,2.29,19.89642413793104,0.3721654171657173,021642.27-025843.2,34.176164,-2.978688
628,082502.48+052310.0,4762-55888-0916,126.26036,5.3861378,2.234,20.245067316546763,0.2915745757092678,005610.48-013818.6,14.043678,-1.638512
629,082113.67+455054.3,7328-56715-0071,125.30699,45.848427,1.216,20.559481716049387,0.1353242530997965,001619.47+043737.4,4.081146,4.627068
630,090225.30+044803.0,3817-55277-0647,135.60543,4.8008437,2.345,19.704145611888123,0.381366149784184,110546.14+641557.3,166.44224,64.266039
631,090224.92+394221.7,8830-57447-0685,135.60385,39.706049,0.8008298,20.17123967647059,0.3673485726182211,152715.54+353657.1,231.81478,35.615872
632,090226.13+551807.3,0450-51908-0424,135.60893,55.302047,2.1458,19.01677286666667,0.1778049871771337,223100.05+240718.9,337.75023,24.121922
633,080844.51+545602.0,4529-55563-0632,122.18549,54.933975,0.826,20.025289693548395,0.3256020782066639,122044.50+580155.3,185.18546,58.032109
634,093729.97+362954.8,1275-52996-0111,144.37489,36.498573,1.4949,18.77927574489796,0.2590746050332219,221134.35+195135.4,332.89315,19.859857
635,095043.72+515012.4,7287-57042-0064,147.68215,51.836908,1.3812608,20.18379749629629,0.3111299106968611,015026.85+260524.4,27.611879,26.090132
636,082850.35+153500.0,4496-55544-0304,127.20983,15.583361,1.421,19.07387642492493,0.40169189031544,021742.25-015937.9,34.42605,-1.993883
637,075356.72+403721.5,8291-57391-0317,118.48635,40.622648,1.9605575,19.943283468354437,0.2177680436699876,154121.37+063804.1,235.33906,6.634501
638,085917.13+035900.8,0565-52225-0568,134.82141,3.9835788,1.487,19.498219489296645,0.272618412049363,134512.31+442450.3,206.30133,44.413979
639,084616.89+022659.0,0564-52224-0098,131.57041,2.4497597,1.297,19.26484078947368,0.2230922071749902,102756.70+254146.8,156.98626,25.696336
640,085917.60+102743.8,5296-55922-0475,134.82337,10.462188,0.94,20.42653483606557,0.2305293545816891,010941.44+002538.4,17.422684,0.42736
641,034027.58-061239.3,0462-51909-0479,55.114924,-6.2109494,2.0015,18.898134118055548,0.2636383934083977,231201.18+255807.3,348.00492,25.968719
642,095356.37+355728.8,8852-57449-0120,148.48491,35.958016,1.1456122,20.41934702777777,0.4984326735380379,142350.04+550316.2,215.95847,55.054594
643,093417.37+404446.6,8299-57346-0292,143.57241,40.746283,1.7397096,20.14118545248869,0.3416999781383111,152022.67+322204.5,230.09449,32.367917
644,090553.89+472501.1,7516-56782-0708,136.47456,47.416977,1.288,0.0,0.0,083953.06+193830.1,129.97109,19.641699
645,075946.31+325950.4,3754-55488-0118,119.94298,32.997347,1.016,20.388536759259257,0.2691147396301845,125509.13+370913.2,193.78805,37.15369
646,091826.08+351243.2,1273-52993-0615,139.60867,35.212006,1.5213,18.361147671844662,1.2161327734347371,005335.48+221537.3,13.397866,22.260367
647,095358.17+000110.1,3827-55565-0038,148.49238,0.019494856,1.559,0.0,0.0,083953.06+193830.1,129.97109,19.641699
648,094739.56+545856.9,7283-57063-0932,146.91484,54.982475,1.9884802,19.72516191071429,0.4055974004380459,015751.43+274029.6,29.464329,27.674895
649,095358.52+022252.7,0481-51908-0547,148.49384,2.3813325,1.0453,19.90530081818181,0.3595471836436759,021642.27-025843.2,34.176164,-2.978688
650,092131.97+425045.7,8298-57390-0706,140.38321,42.846051,1.6230475,19.542946851063835,0.299339991457473,100500.34+281252.4,151.25146,28.214578
651,085257.60+553927.0,7373-56990-0059,133.24003,55.657505,1.1994714,19.76101573484849,0.283762123506269,100950.90+254712.7,152.46211,25.786877
652,075948.74+484941.7,3684-55246-0418,119.95307,48.828353,2.54,20.33254608333333,0.27986502279176,001213.29+242323.6,3.055415,24.389909
653,091221.25+560523.4,0451-51908-0305,138.08854,56.089849,1.7223,19.4040842948718,0.2072565767735667,111837.14+280054.9,169.65479,28.015255
654,094741.01+534335.8,0769-52282-0239,146.92096,53.726671,1.0415,19.340311693333323,0.499435775120034,114948.93+482459.5,177.45388,48.416621
655,090556.33+583328.7,8197-57064-0131,136.48472,58.557977,1.0672475,20.253449176470586,0.3030908717884183,152613.80+084502.8,231.55751,8.750785
656,093059.24+325418.8,1941-53386-0528,142.74685,32.905235,1.379,17.99878363470319,0.1505251761468304,224235.37+233309.6,340.64742,23.552688
657,083600.92+443615.8,6381-56353-0992,129.00384,44.604417,0.908,0.0,0.0,074604.21+280624.9,116.51758,28.106937
658,081729.15+445945.0,6379-56340-0865,124.37146,44.995833,1.23,0.0,0.0,083953.06+193830.1,129.97109,19.641699
659,090235.75+525138.2,7288-57039-0248,135.64898,52.860622,1.1719946,20.39566797916667,0.2553986032715483,223438.45+193350.1,338.66024,19.56392
660,073943.06+331238.4,0541-51959-0499,114.92942,33.210703,1.1182,19.205157983293564,0.28396063011005,145302.38+470832.7,223.25992,47.142439
661,092750.05+020547.7,4735-55651-0024,141.95854,2.096592,1.22,20.19600133093526,0.3615588475157948,024650.75+020751.7,41.711468,2.131029
662,083602.65+031303.6,4794-55647-0803,129.01107,3.21767,2.202,20.255484926470597,0.3899078867071944,152613.80+084502.8,231.55751,8.750785
663,083233.14+124404.8,2424-54448-0612,128.13811,12.734685,1.7605,19.368944106598985,0.1691140300356509,083926.50+564228.0,129.86042,56.70779
664,082901.26+371806.0,0827-52312-0494,127.2553,37.301697,0.9342,19.37554085111664,0.2491687461842056,093125.73+454116.0,142.85721,45.687793
665,092751.45+485645.4,7297-57040-0281,141.96441,48.945966,1.4786024,20.252771328125007,0.1795416007626132,152613.80+084502.8,231.55751,8.750785
666,083234.75+285205.9,4454-55536-0550,128.14483,28.868309,2.38,18.992812320312485,0.1804256434643039,230012.33+233527.0,345.05142,23.590834
667,091528.05+112304.3,5302-55896-0915,138.86687,11.384543,2.331,19.01158775941423,0.2030413647339026,223100.05+240718.9,337.75023,24.121922
668,085925.04+215620.0,2282-53683-0546,134.85436,21.938925,0.9675,19.12126514416057,0.1857553536809845,105515.39+503037.2,163.81416,50.510346
669,085925.09+062126.4,4868-55895-0620,134.85455,6.3573498,2.429,20.010021945945955,0.3223109747594083,003003.16-032100.0,7.513175,-3.350027
670,094747.00+535220.8,7283-57063-0085,146.94586,53.872448,1.3926088,20.33209703125,0.5904381315034158,001213.29+242323.6,3.055415,24.389909
671,083933.34+515749.7,0444-51883-0002,129.88889,51.963842,1.4307,18.719578905172423,0.0977552935104758,023339.51-033215.5,38.414658,-3.537656
672,073957.10+380001.5,3667-55566-0666,114.9879,38.000424,2.406,18.834502924528312,0.1678428997340071,023931.87+002854.0,39.882825,0.481675
673,080438.69+084612.4,5494-55857-0814,121.16124,8.7701461,2.292,20.003416187500004,0.2487495842989897,003003.16-032100.0,7.513175,-3.350027
674,095057.56+542919.4,0769-52282-0507,147.73984,54.488739,1.1924,19.25111483431953,0.5178676477655536,142450.83+424629.7,216.21182,42.774939
675,090601.70+570416.2,7279-57071-0942,136.50708,57.071277,0.8201451,19.07211553846153,0.1700975497435744,015354.82+044240.9,28.47842,4.711375
676,085305.98+292433.9,5182-56341-0616,133.27494,29.40942,2.324,19.90777281067962,0.2733849207731582,131727.04+421002.1,199.3627,42.167252
677,074750.09+263448.5,0858-52316-0268,116.9587,26.580143,1.2537,20.061449933962272,0.8854429630901697,081558.88+224139.3,123.99534,22.694275
678,075422.98+415106.1,8291-57391-0696,118.59578,41.85172,1.651282,20.151775779661016,0.4867755511243397,152022.67+322204.5,230.09449,32.367917
679,090602.43+012725.3,0471-51924-0182,136.51015,1.4570492,0.8032,18.41906312276214,0.396741538336313,111809.66+063917.3,169.5403,6.654822
680,093429.06+142251.1,5315-55978-0470,143.62111,14.380874,2.217,19.494337371830994,0.2089547606460808,134512.31+442450.3,206.30133,44.413979
681,082524.85+522626.2,0442-51882-0527,126.35354,52.440618,2.0501,18.794070831896544,0.0997880739934881,230020.05+202739.1,345.08357,20.460864
682,094110.46+490419.0,7298-56661-0818,145.29362,49.071967,1.071,20.133522979310357,0.2713833419177736,081100.33+571134.9,122.75139,57.193049
683,084629.25+261211.7,5180-55947-0826,131.62189,26.203264,2.208,18.862818170040484,0.1782683815690884,012011.27+200529.9,20.046972,20.091642
684,075429.87+292935.6,3752-55236-0216,118.62448,29.493228,1.255,20.33721612280701,0.1728714261277954,094555.44+404950.2,146.48101,40.830634
685,092143.25+322823.5,2961-54550-0120,140.43022,32.47322,1.251,0.0,0.0,083953.06+193830.1,129.97109,19.641699
686,082526.93+450424.9,5159-55856-0360,126.36223,45.073608,0.822,19.38149276491229,0.4417959550911892,121731.09+303127.6,184.37956,30.52435
687,082139.81+364649.6,3760-55268-0336,125.4159,36.780445,2.39,19.61559647096775,0.3175419523238708,221851.83+205114.0,334.71597,20.853903
688,091533.22+082543.3,1301-52976-0162,138.88844,8.4287023,0.8044,19.29257864516129,0.6588413442021851,001611.49+145601.6,4.047911,14.933788
689,074010.48+455230.0,8306-57419-0314,115.04368,45.875003,1.9568936,0.0,0.0,083953.06+193830.1,129.97109,19.641699
690,075431.74+511307.9,3679-55209-0336,118.63223,51.218934,2.175,20.431556060606056,0.2376146758986199,123016.87+392844.5,187.57029,39.479042
691,074759.36+504729.2,8308-57417-0654,116.99737,50.791449,1.3104981,20.09322025714285,0.7849757706752949,121653.36+424048.8,184.22237,42.680225
692,082140.94+534001.3,7301-56746-0787,125.42059,53.667032,1.966,0.0,0.0,083953.06+193830.1,129.97109,19.641699
693,092759.71+394405.4,8832-57445-0653,141.99883,39.734853,1.7283746,19.817979158878508,0.414080694929403,004744.16+021803.2,11.934001,2.300903
694,082530.11+435257.4,6380-56340-0149,126.37549,43.882645,1.307,20.261314831683165,0.3714488607926755,091028.76+481931.8,137.61987,48.325513
695,083941.82+315211.8,2960-54561-0223,129.92426,31.869956,1.3356,20.417203326923087,0.37062830055081,142350.04+550316.2,215.95847,55.054594
696,095103.22+044035.9,0571-52286-0420,147.76345,4.6766628,0.9921,20.11970257216495,0.3113716109892211,105223.76+641938.0,163.09904,64.327311
697,083615.19+302550.5,1268-52933-0450,129.06331,30.430703,1.4752,19.56758873214285,0.2431988530245003,132854.67+470810.0,202.22778,47.13612
698,083942.34+425541.5,6783-56284-0342,129.92643,42.928223,1.415,20.05402266850829,0.3345629881339923,081558.88+224139.3,123.99534,22.694275
699,092800.31+221512.2,2293-53730-0257,142.00132,22.25342,1.0508,18.8555890479042,0.2147270925556404,012011.27+200529.9,20.046972,20.091642
700,081747.93+171122.1,4491-55570-0492,124.44972,17.189498,0.808,19.70985223619047,0.2614010081317554,220239.73+205102.4,330.66555,20.850673
701,084313.29+450607.2,7326-56710-0045,130.80539,45.102021,2.065,19.45765851470588,0.329451160544091,002538.51+223655.2,6.410493,22.615341
